,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
1045,11046,3,2,Labdox,23-07-2016,Rockford,IL,2,Green Bay,WI,25-07-2016,1158,331,2994,3649,74,Domestic,10,2016-07-23,2016-07-25,7,23,655,2 days,7342805,6556810
1496,11497,2,6,Conzumzap,23-07-2016,Kalamazoo,MI,2,Bangor,MI,25-07-2016,1042,602,7718,8144,54,Intercom,10,2016-07-23,2016-07-25,7,23,426,2 days,7350949,6564528
1317,11318,2,4,Zapline,23-07-2016,Bangor,MI,9,Davenport,IA,29-07-2016,714,334,4466,3417,92,International,3,2016-07-23,2016-07-29,7,23,-1049,6 days,7354366,6568994
324,10325,2,8,Tamcan,23-07-2016,Rockford,IL,8,Green Bay,WI,21-03-2016,208,208,7446,7858,85,International,9,2016-07-23,2016-03-21,7,23,412,-124 days,7362224,6576440
27,10028,2,8,Planethouse,23-07-2016,Monon,IN,9,Lansing,MI,21-03-2016,1012,641,8065,8603,81,International,2,2016-07-23,2016-03-21,7,23,538,-124 days,7370827,6584505
55,10056,2,6,Goldenbam,24-07-2016,Toledo,OH,4,Detriot,MI,28-07-2016,336,336,559,1143,64,Domestic,9,2016-07-24,2016-07-28,7,24,584,4 days,7371970,6585064
1545,11546,2,6,Greentech,24-07-2016,Grand Rapids,MI,3,Toledo,OH,30-07-2016,522,215,2996,3351,50,Domestic,6,2016-07-24,2016-07-30,7,24,355,6 days,7375321,6588060
1573,11574,3,2,Singleholdings,24-07-2016,Gary,IN,4,Milwaukee,WI,28-07-2016,296,296,656,1251,94,Domestic,5,2016-07-24,2016-07-28,7,24,595,4 days,7376572,6588716
1519,11520,3,4,Technoline,24-07-2016,Kalamazoo,MI,10,Bangor,MI,02-08-2016,1036,614,4448,2491,64,International,10,2016-07-24,2016-08-02,7,24,-1957,9 days,7379063,6593164
978,10979,2,1,Zentrax,24-07-2016,Madison,WI,7,Kalamazoo,MI,31-07-2016,595,595,6378,10381,58,International,4,2016-07-24,2016-07-31,7,24,4003,7 days,7389444,6599542
7,10008,1,6,xx-way,24-07-2016,Joliet,IL,3,Madison,WI,26-07-2016,286,286,3968,4654,88,Domestic,4,2016-07-24,2016-07-26,7,24,686,2 days,7394098,6603510
1574,11575,3,3,Gravetech,24-07-2016,Joliet,IL,4,Madison,WI,28-07-2016,262,262,7457,8065,90,Domestic,9,2016-07-24,2016-07-28,7,24,608,4 days,7402163,6610967
1551,11552,2,2,Daltfax,24-07-2016,Gary,IN,6,Milwaukee,WI,02-08-2016,437,437,6525,6742,78,International,9,2016-07-24,2016-08-02,7,24,217,9 days,7408905,6617492
1229,11230,2,5,Yearlex,24-07-2016,Bangor,MI,4,Davenport,IA,28-07-2016,926,377,3872,4215,77,Domestic,2,2016-07-24,2016-07-28,7,24,343,4 days,7413120,6621364
263,10264,1,6,Unahigh,24-07-2016,Toledo,OH,4,Detriot,MI,28-07-2016,654,585,4033,4336,92,Domestic,10,2016-07-24,2016-07-28,7,24,303,4 days,7417456,6625397
1056,11057,2,5,doubleis,24-07-2016,Milwaukee,WI,2,Springfield,IL,26-07-2016,876,433,124,398,90,Domestic,3,2016-07-24,2016-07-26,7,24,274,2 days,7417854,6625521
1329,11330,3,2,Ronvivalam,24-07-2016,Madison,WI,1,Kalamazoo,MI,25-07-2016,814,679,4965,5717,60,Intercom,6,2016-07-24,2016-07-25,7,24,752,1 days,7423571,6630486
309,10310,2,5,Lazap,25-07-2016,Elgin,IL,1,Cincinnati,OH,26-07-2016,630,266,980,1403,57,Domestic,10,2016-07-25,2016-07-26,7,25,423,1 days,7424974,6631466
1239,11240,3,6,Mathing,25-07-2016,Detriot,MI,1,Monon,IN,26-07-2016,876,539,1015,1131,93,Intercom,5,2016-07-25,2016-07-26,7,25,116,1 days,7426105,6632481
1066,11067,3,3,Yearcorporation,25-07-2016,Naperville,IL,2,Indianapolis,IN,26-07-2016,644,557,549,698,64,Domestic,2,2016-07-25,2016-07-26,7,25,149,1 days,7426803,6633030
1633,11634,3,6,Warelane,25-07-2016,Northbrook,IL,1,Naperville,IL,26-07-2016,436,401,1798,2533,97,Domestic,5,2016-07-25,2016-07-26,7,25,735,1 days,7429336,6634828
1775,11776,3,2,Iselectrics,25-07-2016,Bangor,MI,2,Davenport,IA,27-07-2016,451,319,7199,8147,74,Domestic,3,2016-07-25,2016-07-27,7,25,948,2 days,7437483,6642027
961,10962,2,3,Dongbiolex,25-07-2016,Cincinnati,OH,10,Gary,IN,04-08-2016,923,798,2418,2967,95,International,6,2016-07-25,2016-08-04,7,25,549,10 days,7440450,6644445
558,10559,1,4,Conehotice,25-07-2016,Detriot,MI,5,Monon,IN,30-07-2016,272,272,7066,4453,78,International,8,2016-07-25,2016-07-30,7,25,-2613,5 days,7444903,6651511
1498,11499,3,6,Trio-dax,25-07-2016,Grand Rapids,MI,1,Toledo,OH,26-07-2016,844,231,8219,8344,80,Domestic,10,2016-07-25,2016-07-26,7,25,125,1 days,7453247,6659730
276,10277,1,4,Canace,25-07-2016,Detriot,MI,10,Monon,IN,01-08-2016,725,622,5011,3002,88,International,10,2016-07-25,2016-08-01,7,25,-2009,7 days,7456249,6664741
1198,11199,2,5,Ventocore,25-07-2016,Monon,IN,10,Lansing,MI,04-08-2016,788,440,2236,2730,93,International,7,2016-07-25,2016-08-04,7,25,494,10 days,7458979,6666977
147,10148,1,7,Singlejob,25-07-2016,Chicago,IL,8,Rockford,IL,02-08-2016,1160,564,7265,7854,85,International,9,2016-07-25,2016-08-02,7,25,589,8 days,7466833,6674242
551,10552,1,6,Canex,26-07-2016,Davenport,IA,1,Appleton,WI,27-07-2016,1052,800,7652,8381,55,Domestic,5,2016-07-26,2016-07-27,7,26,729,1 days,7475214,6681894
781,10782,2,8,Citytone,26-07-2016,Monon,IN,10,Lansing,MI,21-03-2016,843,707,5230,5828,84,International,4,2016-07-26,2016-03-21,7,26,598,-127 days,7481042,6687124
1143,11144,2,5,una-phase,26-07-2016,Grand Rapids,MI,8,Toledo,OH,03-08-2016,778,336,2653,3073,51,International,2,2016-07-26,2016-08-03,7,26,420,8 days,7484115,6689777
229,10230,1,5,Ganzlane,26-07-2016,Indianapolis,IN,4,Northbrook,IL,28-07-2016,758,681,2995,3970,62,Domestic,3,2016-07-26,2016-07-28,7,26,975,2 days,7488085,6692772
992,10993,3,6,K-antex,27-07-2016,Springfield,IL,1,Skokie,IL,28-07-2016,555,555,5038,5936,75,Domestic,3,2016-07-27,2016-07-28,7,27,898,1 days,7494021,6697810
447,10448,1,8,planetron,27-07-2016,Milwaukee,WI,2,Springfield,IL,29-07-2016,362,328,7043,7694,53,Domestic,3,2016-07-27,2016-07-29,7,27,651,2 days,7501715,6704853
1368,11369,2,6,Zumcane,27-07-2016,Milwaukee,WI,8,Springfield,IL,21-03-2016,1027,658,2574,3114,66,International,1,2016-07-27,2016-03-21,7,27,540,-128 days,7504829,6707427
1234,11235,2,1,Zaamhouse,27-07-2016,Grand Rapids,MI,4,Toledo,OH,29-07-2016,1005,634,3279,7376,88,Domestic,7,2016-07-27,2016-07-29,7,27,4097,2 days,7512205,6710706
689,10690,2,7,Ronlamice,27-07-2016,Springfield,IL,6,Skokie,IL,02-08-2016,643,328,1019,1222,55,International,10,2016-07-27,2016-08-02,7,27,203,6 days,7513427,6711725
145,10146,1,8,Carekix,27-07-2016,Milwaukee,WI,9,Springfield,IL,05-08-2016,981,679,7743,8705,79,International,2,2016-07-27,2016-08-05,7,27,962,9 days,7522132,6719468
41,10042,1,5,Matdex,27-07-2016,Milwaukee,WI,10,Springfield,IL,06-08-2016,219,219,802,1184,59,International,7,2016-07-27,2016-08-06,7,27,382,10 days,7523316,6720270
350,10351,1,8,Vaiazozice,27-07-2016,Lansing,MI,4,Dayton,OH,31-07-2016,1098,626,542,1458,69,Domestic,6,2016-07-27,2016-07-31,7,27,916,4 days,7524774,6720812
1535,11536,3,6,Instrip,27-07-2016,Appleton,WI,1,Grand Rapids,MI,28-07-2016,432,421,5925,6335,56,Intercom,7,2016-07-27,2016-07-28,7,27,410,1 days,7531109,6726737
1452,11453,3,2,O-tom,28-07-2016,Kalamazoo,MI,2,Bangor,MI,30-07-2016,480,335,2124,2634,61,Domestic,2,2016-07-28,2016-07-30,7,28,510,2 days,7533743,6728861
1352,11353,3,5,Keystreet,28-07-2016,Monon,IN,1,Lansing,MI,29-07-2016,1163,323,2142,2262,64,Domestic,3,2016-07-28,2016-07-29,7,28,120,1 days,7536005,6731003
751,10752,1,5,Keystreet,28-07-2016,Milwaukee,WI,2,Springfield,IL,30-07-2016,1139,248,890,1316,100,Domestic,10,2016-07-28,2016-07-30,7,28,426,2 days,7537321,6731893
1192,11193,3,3,Dentocity,28-07-2016,Springfield,IL,3,Skokie,IL,31-07-2016,1042,756,8072,8700,64,Domestic,3,2016-07-28,2016-07-31,7,28,628,3 days,7546021,6739965
578,10579,2,7,Iselectrics,28-07-2016,Chicago,IL,9,Rockford,IL,06-08-2016,630,214,3269,3558,63,International,10,2016-07-28,2016-08-06,7,28,289,9 days,7549579,6743234
645,10646,1,7,silfase,28-07-2016,Springfield,IL,3,Skokie,IL,31-07-2016,989,385,4723,5448,94,Domestic,10,2016-07-28,2016-07-31,7,28,725,3 days,7555027,6747957
1263,11264,3,4,Iceelectrics,28-07-2016,Madison,WI,3,Kalamazoo,MI,31-07-2016,236,236,4329,2938,65,Domestic,6,2016-07-28,2016-07-31,7,28,-1391,3 days,7557965,6752286
29,10030,2,5,Solholdings,28-07-2016,Green Bay,WI,1,Joliet,IL,29-07-2016,751,751,7247,7877,55,Domestic,5,2016-07-28,2016-07-29,7,28,630,1 days,7565842,6759533
615,10616,1,5,Overtam,29-07-2016,Lansing,MI,10,Dayton,OH,08-08-2016,887,580,682,1348,86,International,4,2016-07-29,2016-08-08,7,29,666,10 days,7567190,6760215
1800,11801,2,4,hottaxon,29-07-2016,Skokie,IL,5,Chicago,IL,03-08-2016,429,216,6711,5593,58,International,2,2016-07-29,2016-08-03,7,29,-1118,5 days,7572783,6766926
930,10931,2,2,Groovestrip,29-07-2016,Grand Rapids,MI,5,Toledo,OH,03-08-2016,475,475,1606,1727,83,International,5,2016-07-29,2016-08-03,7,29,121,5 days,7574510,6768532
1006,11007,3,5,Conelane,29-07-2016,Lansing,MI,3,Dayton,OH,01-08-2016,1105,367,5615,6171,68,Domestic,9,2016-07-29,2016-08-01,7,29,556,3 days,7580681,6774147
1022,11023,3,2,Fasetech,29-07-2016,Madison,WI,10,Kalamazoo,MI,07-08-2016,1030,232,3444,4380,56,International,4,2016-07-29,2016-08-07,7,29,936,9 days,7585061,6777591
1019,11020,3,1,Goodtechno,29-07-2016,Gary,IN,2,Milwaukee,WI,31-07-2016,888,263,4566,9263,58,Domestic,2,2016-07-29,2016-07-31,7,29,4697,2 days,7594324,6782157
462,10463,1,8,doubleis,29-07-2016,Toledo,OH,4,Detriot,MI,02-08-2016,876,357,3740,4523,62,Domestic,7,2016-07-29,2016-08-02,7,29,783,4 days,7598847,6785897
1124,11125,3,5,Ganzlane,30-07-2016,Indianapolis,IN,8,Northbrook,IL,07-08-2016,645,645,6897,7373,63,International,10,2016-07-30,2016-08-07,7,30,476,8 days,7606220,6792794
198,10199,1,5,Runhigh,30-07-2016,Dayton,OH,6,Elgin,IL,05-08-2016,1124,459,4067,4191,60,International,4,2016-07-30,2016-08-05,7,30,124,6 days,7610411,6796861
1402,11403,3,2,Good-find,30-07-2016,Cincinnati,OH,10,Gary,IN,09-08-2016,863,564,5607,6519,90,International,3,2016-07-30,2016-08-09,7,30,912,10 days,7616930,6802468
795,10796,1,5,white-high,30-07-2016,Milwaukee,WI,7,Springfield,IL,06-08-2016,202,202,5835,6626,88,International,6,2016-07-30,2016-08-06,7,30,791,7 days,7623556,6808303
166,10167,2,8,doubleis,31-07-2016,Milwaukee,WI,10,Springfield,IL,21-03-2016,422,422,2300,2928,57,International,7,2016-07-31,2016-03-21,7,31,628,-132 days,7626484,6810603
1745,11746,3,6,betaity,31-07-2016,Naperville,IL,9,Indianapolis,IN,09-08-2016,736,515,4108,4495,78,International,7,2016-07-31,2016-08-09,7,31,387,9 days,7630979,6814711
136,10137,2,6,Treedrill,31-07-2016,Cincinnati,OH,10,Gary,IN,09-08-2016,660,570,2773,3203,100,International,4,2016-07-31,2016-08-09,7,31,430,9 days,7634182,6817484
591,10592,2,6,xx-way,31-07-2016,Dayton,OH,2,Elgin,IL,02-08-2016,946,623,3805,4071,74,Domestic,9,2016-07-31,2016-08-02,7,31,266,2 days,7638253,6821289
1089,11090,3,6,Zunhouse,31-07-2016,Appleton,WI,1,Grand Rapids,MI,01-08-2016,708,209,4931,5606,97,Intercom,6,2016-07-31,2016-08-01,7,31,675,1 days,7643859,6826220
359,10360,2,6,mathtouch,31-07-2016,Northbrook,IL,8,Naperville,IL,21-03-2016,283,274,3047,3871,53,International,6,2016-07-31,2016-03-21,7,31,824,-132 days,7647730,6829267
1526,11527,2,5,Tamcan,31-07-2016,Northbrook,IL,2,Naperville,IL,02-08-2016,336,254,5420,5630,71,Domestic,2,2016-07-31,2016-08-02,7,31,210,2 days,7653360,6834687
403,10404,2,8,Duoflex,01-08-2016,Milwaukee,WI,3,Springfield,IL,04-08-2016,511,511,3856,4319,66,Domestic,9,2016-08-01,2016-08-04,8,1,463,3 days,7657679,6838543
399,10400,1,5,Dripvivadex,01-08-2016,Skokie,IL,5,Chicago,IL,21-03-2016,386,386,6259,6443,53,International,5,2016-08-01,2016-03-21,8,1,184,-133 days,7664122,6844802
1345,11346,3,1,Stimcore,01-08-2016,Springfield,IL,5,Skokie,IL,06-08-2016,320,320,4291,8506,88,International,8,2016-08-01,2016-08-06,8,1,4215,5 days,7672628,6849093
634,10635,2,7,Instrip,01-08-2016,Appleton,WI,10,Grand Rapids,MI,11-08-2016,420,407,4568,5475,58,International,4,2016-08-01,2016-08-11,8,1,907,10 days,7678103,6853661
690,10691,1,8,Zummatexon,01-08-2016,Chicago,IL,8,Rockford,IL,09-08-2016,369,320,5754,6350,82,International,1,2016-08-01,2016-08-09,8,1,596,8 days,7684453,6859415
921,10922,3,2,Technoline,01-08-2016,Appleton,WI,4,Grand Rapids,MI,05-08-2016,504,504,7032,7647,75,Domestic,1,2016-08-01,2016-08-05,8,1,615,4 days,7692100,6866447
214,10215,2,6,ganz-is,01-08-2016,Monon,IN,6,Lansing,MI,07-08-2016,723,715,8510,8882,65,International,7,2016-08-01,2016-08-07,8,1,372,6 days,7700982,6874957
1738,11739,2,3,Saocity,01-08-2016,Northbrook,IL,2,Naperville,IL,03-08-2016,537,537,1971,2449,61,Domestic,8,2016-08-01,2016-08-03,8,1,478,2 days,7703431,6876928
239,10240,1,8,Truebam,01-08-2016,Appleton,WI,8,Grand Rapids,MI,07-08-2016,529,529,7025,7700,71,International,5,2016-08-01,2016-08-07,8,1,675,6 days,7711131,6883953
531,10532,2,8,Tonsanhigh,02-08-2016,Kalamazoo,MI,8,Bangor,MI,09-08-2016,1168,466,2611,3458,57,International,1,2016-08-02,2016-08-09,8,2,847,7 days,7714589,6886564
826,10827,1,8,Ganzlane,02-08-2016,Naperville,IL,3,Indianapolis,IN,05-08-2016,1187,624,659,1092,55,Domestic,4,2016-08-02,2016-08-05,8,2,433,3 days,7715681,6887223
1419,11420,3,6,hat-core,02-08-2016,Madison,WI,9,Kalamazoo,MI,11-08-2016,611,242,1402,2266,71,International,10,2016-08-02,2016-08-11,8,2,864,9 days,7717947,6888625
1178,11179,3,4,Kinice,02-08-2016,Naperville,IL,2,Indianapolis,IN,03-08-2016,250,250,4551,2397,62,Domestic,3,2016-08-02,2016-08-03,8,2,-2154,1 days,7720344,6893176
822,10823,1,4,Icedox,02-08-2016,Joliet,IL,2,Madison,WI,03-08-2016,538,538,5738,3541,84,Domestic,3,2016-08-02,2016-08-03,8,2,-2197,1 days,7723885,6898914
511,10512,1,7,acequote,02-08-2016,Grand Rapids,MI,1,Toledo,OH,03-08-2016,749,739,3584,4156,84,Domestic,9,2016-08-02,2016-08-03,8,2,572,1 days,7728041,6902498
349,10350,1,8,Physcone,02-08-2016,Dayton,OH,2,Elgin,IL,02-08-2016,661,661,5769,6347,95,Domestic,9,2016-08-02,2016-08-02,8,2,578,0 days,7734388,6908267
1605,11606,2,3,apzone,03-08-2016,Kalamazoo,MI,2,Bangor,MI,05-08-2016,630,513,4557,5076,92,Intercom,2,2016-08-03,2016-08-05,8,3,519,2 days,7739464,6912824
381,10382,1,4,bluecorporation,03-08-2016,Chicago,IL,4,Rockford,IL,07-08-2016,842,644,5379,2953,57,Domestic,4,2016-08-03,2016-08-07,8,3,-2426,4 days,7742417,6918203
594,10595,2,5,Damdexon,03-08-2016,Elgin,IL,2,Cincinnati,OH,04-08-2016,470,470,7335,7703,87,Domestic,6,2016-08-03,2016-08-04,8,3,368,1 days,7750120,6925538
1433,11434,2,5,Daltron,03-08-2016,Springfield,IL,4,Skokie,IL,07-08-2016,946,461,324,807,96,Domestic,9,2016-08-03,2016-08-07,8,3,483,4 days,7750927,6925862
676,10677,1,6,Itdom,03-08-2016,Naperville,IL,4,Indianapolis,IN,07-08-2016,339,339,4701,5433,66,Domestic,4,2016-08-03,2016-08-07,8,3,732,4 days,7756360,6930563
1674,11675,3,1,Toncode,03-08-2016,Northbrook,IL,7,Naperville,IL,21-03-2016,692,632,2556,7395,88,International,6,2016-08-03,2016-03-21,8,3,4839,-135 days,7763755,6933119
1016,11017,2,4,Tamtexon,04-08-2016,Indianapolis,IN,5,Northbrook,IL,09-08-2016,1071,582,3805,1179,70,International,10,2016-08-04,2016-08-09,8,4,-2626,5 days,7764934,6936924
928,10929,2,1,Tamcan,04-08-2016,Skokie,IL,9,Chicago,IL,13-08-2016,203,203,1910,5785,60,International,5,2016-08-04,2016-08-13,8,4,3875,9 days,7770719,6938834
254,10255,1,7,Canex,04-08-2016,Gary,IN,2,Milwaukee,WI,06-08-2016,384,235,6799,7607,52,Domestic,1,2016-08-04,2016-08-06,8,4,808,2 days,7778326,6945633
1806,11807,2,2,Baselux,04-08-2016,Northbrook,IL,1,Naperville,IL,05-08-2016,1193,433,4390,4974,74,Domestic,6,2016-08-04,2016-08-05,8,4,584,1 days,7783300,6950023
183,10184,1,6,Rankphase,04-08-2016,Kalamazoo,MI,2,Bangor,MI,06-08-2016,1052,440,5470,6318,79,Intercom,10,2016-08-04,2016-08-06,8,4,848,2 days,7789618,6955493
1261,11262,3,4,J-lax,04-08-2016,Joliet,IL,3,Madison,WI,05-08-2016,651,555,5600,4118,73,Domestic,10,2016-08-04,2016-08-05,8,4,-1482,1 days,7793736,6961093
1739,11740,2,1,Joyzim,04-08-2016,Detriot,MI,4,Monon,IN,08-08-2016,647,647,3483,8106,55,Domestic,5,2016-08-04,2016-08-08,8,4,4623,4 days,7801842,6964576
583,10584,1,6,Reddoit,04-08-2016,Joliet,IL,1,Madison,WI,05-08-2016,1163,498,7125,7611,70,Domestic,8,2016-08-04,2016-08-05,8,4,486,1 days,7809453,6971701
854,10855,1,3,villahouse,05-08-2016,Dayton,OH,6,Elgin,IL,11-08-2016,742,434,6376,7001,93,International,2,2016-08-05,2016-08-11,8,5,625,6 days,7816454,6978077
656,10657,1,4,tamplex,05-08-2016,Rockford,IL,10,Green Bay,WI,21-03-2016,496,496,4112,1789,89,International,2,2016-08-05,2016-03-21,8,5,-2323,-137 days,7818243,6982189
419,10420,1,6,Solohex,05-08-2016,Lansing,MI,1,Dayton,OH,06-08-2016,326,326,7461,7932,65,Intercom,8,2016-08-05,2016-08-06,8,5,471,1 days,7826175,6989650
1159,11160,2,2,Unahigh,05-08-2016,Toledo,OH,5,Detriot,MI,10-08-2016,555,280,5461,5932,87,International,10,2016-08-05,2016-08-10,8,5,471,5 days,7832107,6995111
184,10185,1,4,Gravemedia,05-08-2016,Davenport,IA,1,Appleton,WI,06-08-2016,972,594,5874,3607,55,Domestic,5,2016-08-05,2016-08-06,8,5,-2267,1 days,7835714,7000985
871,10872,1,4,Zamlane,05-08-2016,Madison,WI,7,Kalamazoo,MI,12-08-2016,238,238,5288,3463,68,International,10,2016-08-05,2016-08-12,8,5,-1825,7 days,7839177,7006273
756,10757,2,4,Scotline,05-08-2016,Gary,IN,4,Milwaukee,WI,09-08-2016,735,587,7613,5673,89,Domestic,6,2016-08-05,2016-08-09,8,5,-1940,4 days,7844850,7013886
824,10825,1,5,Warecity,05-08-2016,Madison,WI,1,Kalamazoo,MI,06-08-2016,385,302,440,1027,67,Domestic,1,2016-08-05,2016-08-06,8,5,587,1 days,7845877,7014326
1540,11541,2,5,Howplanet,05-08-2016,Bangor,MI,10,Davenport,IA,12-08-2016,707,563,4916,5161,64,International,4,2016-08-05,2016-08-12,8,5,245,7 days,7851038,7019242
1091,11092,3,6,Runhigh,05-08-2016,Dayton,OH,3,Elgin,IL,08-08-2016,675,481,3831,4536,87,Domestic,1,2016-08-05,2016-08-08,8,5,705,3 days,7855574,7023073
283,10284,1,6,Reddoit,05-08-2016,Dayton,OH,3,Elgin,IL,05-08-2016,800,466,3263,3866,68,Domestic,8,2016-08-05,2016-08-05,8,5,603,0 days,7859440,7026336
1795,11796,3,4,Trio-dax,06-08-2016,Dayton,OH,3,Elgin,IL,09-08-2016,880,362,6287,4300,50,Domestic,1,2016-08-06,2016-08-09,8,6,-1987,3 days,7863740,7032623
712,10713,1,5,Conelane,06-08-2016,Springfield,IL,2,Skokie,IL,08-08-2016,431,431,7972,8435,54,Intercom,7,2016-08-06,2016-08-08,8,6,463,2 days,7872175,7040595
1761,11762,3,4,Coneranron,06-08-2016,Indianapolis,IN,2,Northbrook,IL,07-08-2016,317,317,2975,1179,84,Domestic,6,2016-08-06,2016-08-07,8,6,-1796,1 days,7873354,7043570
443,10444,1,8,Y-zoom,06-08-2016,Elgin,IL,3,Cincinnati,OH,06-08-2016,255,255,3296,4273,50,Domestic,9,2016-08-06,2016-08-06,8,6,977,0 days,7877627,7046866
1081,11082,2,3,wareholding,06-08-2016,Northbrook,IL,4,Naperville,IL,10-08-2016,514,273,5746,6457,73,Domestic,9,2016-08-06,2016-08-10,8,6,711,4 days,7884084,7052612
1095,11096,3,2,Opebase,06-08-2016,Elgin,IL,3,Cincinnati,OH,06-08-2016,434,434,5983,6719,89,Domestic,4,2016-08-06,2016-08-06,8,6,736,0 days,7890803,7058595
1274,11275,2,1,Zamholdings,06-08-2016,Skokie,IL,8,Chicago,IL,21-03-2016,700,388,2735,7537,96,International,3,2016-08-06,2016-03-21,8,6,4802,-138 days,7898340,7061330
1160,11161,2,3,openzap,06-08-2016,Lansing,MI,5,Dayton,OH,11-08-2016,333,333,848,1655,100,International,8,2016-08-06,2016-08-11,8,6,807,5 days,7899995,7062178
563,10564,2,7,Redozetam,06-08-2016,Green Bay,WI,3,Joliet,IL,09-08-2016,643,599,1687,2575,63,Domestic,1,2016-08-06,2016-08-09,8,6,888,3 days,7902570,7063865
1053,11054,2,5,unaity,07-08-2016,Kalamazoo,MI,2,Bangor,MI,09-08-2016,598,219,2976,3973,64,Intercom,5,2016-08-07,2016-08-09,8,7,997,2 days,7906543,7066841
398,10399,2,6,Quotefix,07-08-2016,Elgin,IL,10,Cincinnati,OH,17-08-2016,1003,675,6343,6650,72,International,10,2016-08-07,2016-08-17,8,7,307,10 days,7913193,7073184
383,10384,2,7,Ranmedia,07-08-2016,Northbrook,IL,2,Naperville,IL,09-08-2016,435,426,3533,3781,97,Domestic,8,2016-08-07,2016-08-09,8,7,248,2 days,7916974,7076717
1444,11445,2,3,Joyzim,07-08-2016,Appleton,WI,8,Grand Rapids,MI,14-08-2016,1127,255,8372,8859,61,International,6,2016-08-07,2016-08-14,8,7,487,7 days,7925833,7085089
1512,11513,3,3,Fax-ex,07-08-2016,Cincinnati,OH,10,Gary,IN,19-08-2016,1101,738,3996,4351,56,International,4,2016-08-07,2016-08-19,8,7,355,12 days,7930184,7089085
1057,11058,2,1,Ontohatron,07-08-2016,Springfield,IL,8,Skokie,IL,13-08-2016,629,248,4341,8773,97,International,8,2016-08-07,2016-08-13,8,7,4432,6 days,7938957,7093426
1035,11036,3,5,Ozeris,07-08-2016,Springfield,IL,1,Skokie,IL,08-08-2016,1135,614,1519,2168,95,Intercom,8,2016-08-07,2016-08-08,8,7,649,1 days,7941125,7094945
1794,11795,2,6,ontotam,07-08-2016,Cincinnati,OH,1,Gary,IN,08-08-2016,742,417,4909,5540,93,Domestic,7,2016-08-07,2016-08-08,8,7,631,1 days,7946665,7099854
746,10747,2,5,Zuntone,07-08-2016,Bangor,MI,1,Davenport,IA,08-08-2016,1144,470,5718,5883,70,Domestic,3,2016-08-07,2016-08-08,8,7,165,1 days,7952548,7105572
1608,11609,2,1,Silverace,07-08-2016,Milwaukee,WI,3,Springfield,IL,10-08-2016,689,399,2870,7914,65,Domestic,2,2016-08-07,2016-08-10,8,7,5044,3 days,7960462,7108442
152,10153,2,4,planetron,07-08-2016,Monon,IN,1,Lansing,MI,08-08-2016,305,305,3456,2098,86,Domestic,9,2016-08-07,2016-08-08,8,7,-1358,1 days,7962560,7111898
1058,11059,3,6,Indibase,08-08-2016,Chicago,IL,5,Rockford,IL,12-08-2016,712,629,2208,3025,69,International,4,2016-08-08,2016-08-12,8,8,817,4 days,7965585,7114106
1065,11066,2,3,Zerhouse,08-08-2016,Madison,WI,3,Kalamazoo,MI,11-08-2016,842,303,7683,8222,50,Domestic,4,2016-08-08,2016-08-11,8,8,539,3 days,7973807,7121789
988,10989,2,3,Aptaxon,08-08-2016,Elgin,IL,2,Cincinnati,OH,08-08-2016,716,235,5909,6025,66,Domestic,7,2016-08-08,2016-08-08,8,8,116,0 days,7979832,7127698
619,10620,1,5,Technoline,08-08-2016,Kalamazoo,MI,1,Bangor,MI,09-08-2016,840,508,3696,4346,78,Intercom,9,2016-08-08,2016-08-09,8,8,650,1 days,7984178,7131394
1459,11460,3,6,saltlab,08-08-2016,Northbrook,IL,10,Naperville,IL,21-03-2016,209,209,2997,3898,87,International,5,2016-08-08,2016-03-21,8,8,901,-140 days,7988076,7134391
156,10157,1,8,Labdox,08-08-2016,Rockford,IL,2,Green Bay,WI,10-08-2016,760,265,97,738,83,Domestic,7,2016-08-08,2016-08-10,8,8,641,2 days,7988814,7134488
654,10655,2,6,Plusla,08-08-2016,Green Bay,WI,5,Joliet,IL,13-08-2016,308,308,7272,8062,86,International,2,2016-08-08,2016-08-13,8,8,790,5 days,7996876,7141760
1434,11435,2,6,Y-strip,09-08-2016,Chicago,IL,3,Rockford,IL,12-08-2016,720,546,3963,4215,88,Domestic,5,2016-08-09,2016-08-12,8,9,252,3 days,8001091,7145723
473,10474,1,7,Planetline,09-08-2016,Northbrook,IL,9,Naperville,IL,21-03-2016,565,215,5451,6260,90,International,5,2016-08-09,2016-03-21,8,9,809,-141 days,8007351,7151174
1585,11586,3,4,Trueplus,09-08-2016,Kalamazoo,MI,10,Bangor,MI,22-08-2016,225,225,7199,4386,66,International,10,2016-08-09,2016-08-22,8,9,-2813,13 days,8011737,7158373
1558,11559,2,6,roundphase,09-08-2016,Cincinnati,OH,10,Gary,IN,16-08-2016,455,206,6726,7209,65,International,10,2016-08-09,2016-08-16,8,9,483,7 days,8018946,7165099
1214,11215,2,3,Overtam,09-08-2016,Springfield,IL,3,Skokie,IL,12-08-2016,886,682,8667,8920,64,Domestic,6,2016-08-09,2016-08-12,8,9,253,3 days,8027866,7173766
