TripID,ShipperID,CategoryID,Customer,ShipDate,OriginCity,OriginState,ShipDays,DestinationCity,DestinationState,TotalMiles,LoadedMiles,ShippingCost,Revenue,Capacity,TripType,CheckPoints
10729,1,5,Bluezoombam,2016-02-26,Elgin,IL,5,Cincinnati,OH,609,376,3453,3926,94,International,5
10730,1,6,Cityis,2016-03-06,Skokie,IL,7,Chicago,IL,467,363,6208,7203,88,International,10
10731,1,7,Stripzim,2016-04-21,Grand Rapids,MI,4,Toledo,OH,241,241,1601,2570,94,Domestic,8
10732,1,7,Dingquokix,2016-06-26,Milwaukee,WI,1,Springfield,IL,793,674,2050,2792,83,Domestic,9
10733,2,8,Ronvivalam,2016-07-01,Springfield,IL,6,Skokie,IL,917,769,4670,4994,63,International,8
10734,2,5,Y-Flex,2016-05-02,Chicago,IL,7,Rockford,IL,519,427,925,1541,51,International,10
10735,1,5,Faxotfind,2016-06-16,Indianapolis,IN,2,Northbrook,IL,413,413,5610,6262,79,Domestic,7
10736,1,6,Warelane,2016-02-15,Northbrook,IL,2,Naperville,IL,1087,579,2709,3225,87,Domestic,5
10737,1,7,Hexunobam,2016-06-14,Detriot,MI,1,Monon,IN,533,370,1152,1813,58,Domestic,3
10738,2,8,Carekix,2016-08-10,Monon,IN,4,Lansing,MI,369,339,5430,5752,76,Domestic,8
10739,1,5,Ozeris,2016-04-23,Madison,WI,1,Kalamazoo,MI,334,253,7858,8394,91,Domestic,8
10740,1,5,Singlejob,2016-05-31,Green Bay,WI,2,Joliet,IL,1073,781,6886,7699,72,Domestic,4
10741,2,5,Y-Zoom,2016-07-03,Naperville,IL,4,Indianapolis,IN,1086,305,6114,6737,95,Domestic,1
10742,1,5,Faxron,2016-03-23,Rockford,IL,6,Green Bay,WI,863,517,2331,3290,98,International,5
10743,2,6,Faseron,2016-02-11,Appleton,WI,9,Grand Rapids,MI,1086,336,6975,7112,66,International,4
10744,2,5,Lamlab,2016-03-02,Cincinnati,OH,8,Gary,IN,754,350,4571,4763,92,International,10
10745,2,6,Geoit,2016-05-06,Dayton,OH,8,Elgin,IL,1138,356,1931,2199,78,International,4
10746,1,5,Planetron,2016-06-13,Toledo,OH,5,Detriot,MI,863,636,7674,8644,75,International,6
10747,2,5,Zuntone,2016-08-07,Bangor,MI,1,Davenport,IA,1144,470,5718,5883,70,Domestic,3
10748,2,6,Techmedia,2016-03-31,Elgin,IL,2,Cincinnati,OH,586,413,4263,4601,100,Domestic,4
10749,1,6,Labdox,2016-05-19,Skokie,IL,3,Chicago,IL,1171,798,2516,3077,77,Domestic,7
10750,2,7,Lexidom,2016-05-06,Kalamazoo,MI,9,Bangor,MI,1091,527,2695,3202,68,International,2
10751,1,5,Saokeycane,2016-03-17,Grand Rapids,MI,4,Toledo,OH,1076,798,3560,3913,57,Domestic,5
10752,1,5,Keystreet,2016-07-28,Milwaukee,WI,2,Springfield,IL,1139,248,890,1316,100,Domestic,10
10753,2,6,Zerlane,2016-06-01,Chicago,IL,4,Rockford,IL,558,558,5943,6756,70,Domestic,1
10754,2,6,Fixace,2016-05-07,Indianapolis,IN,4,Northbrook,IL,533,429,5951,6803,73,Domestic,7
10755,1,4,Tres-Tone,2016-06-05,Northbrook,IL,3,Naperville,IL,1145,578,7944,6354,57,Domestic,2
10756,1,5,Unaity,2016-07-12,Detriot,MI,1,Monon,IN,1003,387,2806,3070,86,Domestic,7
10757,2,4,Scotline,2016-08-05,Gary,IN,4,Milwaukee,WI,735,587,7613,5673,89,Domestic,6
10758,1,7,Daltcare,2016-02-08,Joliet,IL,2,Madison,WI,746,377,11,706,50,Domestic,2
10759,1,4,Doubleis,2016-03-23,Monon,IN,9,Lansing,MI,267,267,3696,1931,63,International,8
10760,2,8,Ontohatron,2016-06-26,Madison,WI,7,Kalamazoo,MI,265,265,2305,3222,71,International,9
10761,2,6,Indibase,2016-03-23,Green Bay,WI,5,Joliet,IL,963,227,5991,6242,94,International,7
10762,1,8,Dongtinlux,2016-01-12,Naperville,IL,7,Indianapolis,IN,842,455,5741,6617,61,International,4
10763,2,6,Geohigh,2016-03-04,Rockford,IL,5,Green Bay,WI,568,568,8309,8508,90,International,1
10764,2,6,Mediaware,2016-01-24,Appleton,WI,1,Grand Rapids,MI,686,650,8272,8527,62,Intercom,2
10765,2,6,Goldenlex,2016-01-11,Cincinnati,OH,2,Gary,IN,1068,270,6669,7194,85,Domestic,3
10766,1,4,Canecare,2016-01-04,Dayton,OH,3,Elgin,IL,1163,551,6799,4125,93,Domestic,4
10767,1,6,Zumcane,2016-04-17,Toledo,OH,1,Detriot,MI,340,340,3149,3885,96,Domestic,3
10768,2,4,Zerhouse,2016-02-19,Lansing,MI,10,Dayton,OH,1005,206,4708,2385,62,International,4
10769,1,5,Ganzsannix,2016-06-05,Bangor,MI,9,Davenport,IA,863,288,4838,5494,80,International,2
10770,1,4,Yearcorporation,2016-06-15,Elgin,IL,4,Cincinnati,OH,536,416,7095,4753,50,Domestic,7
10771,1,5,Planetline,2016-08-11,Skokie,IL,1,Chicago,IL,868,721,2596,3054,73,Domestic,2
10772,1,4,Planetware,2016-04-13,Kalamazoo,MI,3,Bangor,MI,472,472,8048,6114,57,Domestic,6
10773,2,7,Indigoice,2016-02-14,Davenport,IA,4,Appleton,WI,620,458,2619,2839,66,Domestic,2
10774,1,8,Zotfan,2016-05-07,Grand Rapids,MI,2,Toledo,OH,475,475,3291,3491,65,Domestic,8
10775,1,8,Medcan,2016-02-12,Milwaukee,WI,1,Springfield,IL,1101,414,7752,8520,50,Domestic,1
10776,2,8,Fixcan,2016-02-02,Springfield,IL,3,Skokie,IL,555,555,4968,5227,96,Domestic,6
10777,2,8,Dentoelectrics,2016-08-22,Chicago,IL,4,Rockford,IL,1020,320,8072,8923,64,Domestic,4
10778,1,7,Conestreet,2016-04-01,Indianapolis,IN,2,Northbrook,IL,436,354,2756,3403,71,Domestic,2
10779,1,4,Toncode,2016-01-31,Northbrook,IL,10,Naperville,IL,926,648,7163,5205,60,International,6
10780,2,5,Gravemedia,2016-08-09,Gary,IN,10,Milwaukee,WI,935,549,1647,2455,59,International,2
10781,2,4,Alphadax,2016-04-17,Joliet,IL,8,Madison,WI,312,312,7766,6286,97,International,1
10782,2,8,Citytone,2016-07-26,Monon,IN,10,Lansing,MI,843,707,5230,5828,84,International,4
10783,1,6,Alphafan,2016-01-03,Madison,WI,2,Kalamazoo,MI,800,228,4402,4955,61,Intercom,4
10784,2,7,D-Quadlux,2016-06-30,Green Bay,WI,1,Joliet,IL,515,515,8162,8796,50,Domestic,7
10785,2,6,Funlatlex,2016-05-19,Naperville,IL,3,Indianapolis,IN,938,244,4497,4963,96,Domestic,5
10786,1,8,Wareholding,2016-02-09,Rockford,IL,2,Green Bay,WI,1010,756,4534,5415,60,Domestic,8
10787,2,7,Anzammedia,2016-03-16,Appleton,WI,7,Grand Rapids,MI,833,620,7683,8104,69,International,1
10788,1,8,Zoomhex,2016-04-10,Cincinnati,OH,6,Gary,IN,768,693,7359,7501,50,International,2
10789,2,5,Tripple-Fax,2016-05-26,Dayton,OH,3,Elgin,IL,981,644,7343,8079,99,Domestic,5
10790,1,8,Qvofix,2016-04-07,Toledo,OH,1,Detriot,MI,1005,592,8072,8935,67,Domestic,7
10791,1,8,Isdexon,2016-06-06,Lansing,MI,3,Dayton,OH,607,305,8286,8722,76,Domestic,4
10792,2,4,Solozap,2016-07-14,Elgin,IL,3,Cincinnati,OH,248,248,3504,1449,79,Domestic,8
10793,1,6,Golddexon,2016-02-15,Skokie,IL,4,Chicago,IL,490,490,1369,2102,90,Domestic,1
10794,1,4,Inchholdings,2016-08-16,Davenport,IA,4,Appleton,WI,868,249,7013,4792,82,Domestic,2
10795,1,5,Runhigh,2016-07-02,Grand Rapids,MI,2,Toledo,OH,243,243,146,709,96,Domestic,5
10796,1,5,White-High,2016-07-30,Milwaukee,WI,7,Springfield,IL,202,202,5835,6626,88,International,6
10797,1,7,Fasezoomfix,2016-02-01,Springfield,IL,8,Skokie,IL,1192,663,3722,4657,85,International,7
10798,1,4,Dingcan,2016-06-19,Chicago,IL,5,Rockford,IL,322,322,6371,4929,78,International,3
10799,1,7,Opebase,2016-05-11,Indianapolis,IN,8,Northbrook,IL,246,246,5351,5695,81,International,2
10800,1,4,Hexzim,2016-05-08,Northbrook,IL,7,Naperville,IL,1145,238,6510,4823,57,International,1
10801,2,8,Scotlex,2016-03-16,Detriot,MI,1,Monon,IN,304,304,7021,7945,60,Intercom,1
10802,2,7,Good-Find,2016-08-31,Gary,IN,4,Milwaukee,WI,1099,433,5312,6047,80,Domestic,3
10803,2,7,Plexlamway,2016-07-20,Joliet,IL,3,Madison,WI,565,331,7529,7948,94,Domestic,5
10804,2,4,Latgotrax,2016-01-28,Monon,IN,4,Lansing,MI,905,681,7668,5557,75,Domestic,2
10805,2,8,Scothouse,2016-02-21,Green Bay,WI,5,Joliet,IL,1111,497,7277,8186,69,International,4
10806,2,5,Technodax,2016-04-04,Rockford,IL,3,Green Bay,WI,549,474,6240,6882,58,Domestic,5
10807,1,6,Re-Can,2016-07-07,Appleton,WI,4,Grand Rapids,MI,248,248,1197,2015,85,Domestic,2
10808,1,6,Unatrax,2016-02-13,Cincinnati,OH,4,Gary,IN,429,429,1810,2373,84,Domestic,3
10809,1,8,Acequote,2016-07-09,Dayton,OH,3,Elgin,IL,803,443,1841,2434,87,Domestic,2
10810,2,6,Ganz-Is,2016-01-27,Toledo,OH,1,Detriot,MI,1145,318,3311,3714,86,Domestic,9
10811,2,8,Sonbam,2016-01-29,Lansing,MI,2,Dayton,OH,658,658,5247,5410,72,Domestic,1
10812,1,8,Freebam,2016-08-15,Bangor,MI,2,Davenport,IA,1072,489,3762,4056,68,Domestic,7
10813,1,5,Faxzumtrax,2016-04-24,Elgin,IL,4,Cincinnati,OH,1118,613,7710,7959,60,Domestic,4
10814,2,8,Sonzamace,2016-03-26,Skokie,IL,5,Chicago,IL,857,500,6884,7307,91,International,8
10815,2,7,Linezatlam,2016-01-09,Kalamazoo,MI,6,Bangor,MI,1153,673,6089,6622,51,International,2
10816,1,6,O-Ace,2016-04-18,Davenport,IA,9,Appleton,WI,348,348,6092,6643,66,International,2
10817,2,7,Statway,2016-06-21,Grand Rapids,MI,10,Toledo,OH,398,398,2787,3575,80,International,7
10818,2,4,Zunzone,2016-06-25,Milwaukee,WI,8,Springfield,IL,452,452,2716,40,88,International,4
10819,1,4,Zathhow,2016-03-03,Chicago,IL,1,Rockford,IL,638,638,6417,4224,81,Domestic,2
10820,1,4,Saltfan,2016-01-28,Northbrook,IL,4,Naperville,IL,443,443,8192,5819,77,Domestic,1
10821,1,8,Joygreen,2016-08-18,Detriot,MI,10,Monon,IN,738,626,1662,2144,50,International,10
10822,1,4,Donelectrics,2016-04-27,Gary,IN,7,Milwaukee,WI,916,302,3283,1708,63,International,8
10823,1,4,Icedox,2016-08-02,Joliet,IL,2,Madison,WI,538,538,5738,3541,84,Domestic,3
10824,2,7,Namelectronics,2016-03-07,Monon,IN,2,Lansing,MI,568,509,2010,2921,63,Domestic,5
10825,1,5,Warecity,2016-08-05,Madison,WI,1,Kalamazoo,MI,385,302,440,1027,67,Domestic,1
10826,1,8,Donremlane,2016-02-26,Green Bay,WI,1,Joliet,IL,916,591,6765,7258,56,Domestic,7
10827,1,8,Ganzlane,2016-08-02,Naperville,IL,3,Indianapolis,IN,1187,624,659,1092,55,Domestic,4
10828,1,8,Streetlam,2016-03-30,Rockford,IL,2,Green Bay,WI,1022,447,1665,2265,95,Domestic,5
10829,2,8,Tonsanhigh,2016-05-01,Appleton,WI,3,Grand Rapids,MI,959,638,4747,4849,99,Domestic,2
10830,2,6,Siliconcore,2016-01-13,Cincinnati,OH,4,Gary,IN,794,453,4939,5773,51,Domestic,8
10831,2,8,Dan-High,2016-05-04,Dayton,OH,4,Elgin,IL,491,491,1533,1711,71,Domestic,4
10832,1,6,Jobtechnology,2016-01-03,Toledo,OH,9,Detriot,MI,933,390,7526,8015,86,International,5
10833,2,8,Daltron,2016-08-13,Lansing,MI,10,Dayton,OH,668,507,1374,1632,65,International,4
10834,2,4,Y-Strip,2016-04-05,Bangor,MI,6,Davenport,IA,212,212,8274,6710,53,International,7
10835,2,7,Danfan,2016-03-25,Elgin,IL,9,Cincinnati,OH,721,312,2555,2685,80,International,6
10836,2,5,Plustaxon,2016-02-24,Skokie,IL,8,Chicago,IL,703,703,5226,5599,76,International,5
10837,1,7,Truebam,2016-04-15,Kalamazoo,MI,1,Bangor,MI,998,302,4291,4453,81,Intercom,5
10838,1,4,Triootity,2016-01-19,Davenport,IA,1,Appleton,WI,1130,636,5040,3126,51,Domestic,6
10839,1,6,Konknix,2016-03-07,Grand Rapids,MI,3,Toledo,OH,219,219,485,721,86,Domestic,4
10840,1,6,Dongbase,2016-08-22,Milwaukee,WI,4,Springfield,IL,436,436,3312,3901,68,Domestic,3
10841,1,4,Howelectrics,2016-04-18,Springfield,IL,8,Skokie,IL,379,379,3381,1797,62,International,8
10842,1,4,Dingfax,2016-03-29,Chicago,IL,8,Rockford,IL,716,445,8317,6058,64,International,2
10843,1,7,Zimex,2016-08-24,Indianapolis,IN,3,Northbrook,IL,523,523,8111,8311,67,Domestic,6
10844,1,6,Saocity,2016-05-04,Northbrook,IL,3,Naperville,IL,322,322,7741,8195,53,Domestic,9
10845,2,3,Joyzim,2016-01-01,Detriot,MI,1,Monon,IN,392,273,2981,3487,95,Domestic,8
10846,2,6,Silver-Line,2016-05-03,Gary,IN,4,Milwaukee,WI,558,480,3998,4392,80,Domestic,3
10847,2,1,Una-Phase,2016-06-09,Joliet,IL,1,Madison,WI,577,577,8199,13410,85,Domestic,9
10848,2,6,Condexon,2016-01-29,Monon,IN,2,Lansing,MI,1196,586,4547,4794,85,Domestic,8
10849,1,5,Roundlam,2016-08-26,Madison,WI,2,Kalamazoo,MI,885,527,7852,8476,74,Domestic,9
10850,2,2,Canphase,2016-07-02,Green Bay,WI,4,Joliet,IL,1180,446,4920,5256,86,Domestic,3
10851,1,2,Betaity,2016-07-02,Naperville,IL,2,Indianapolis,IN,823,501,7050,7512,90,Domestic,4
10852,1,3,Jaydox,2016-08-27,Rockford,IL,6,Green Bay,WI,1098,786,1243,2060,84,International,2
10853,1,4,O-Tom,2016-06-02,Appleton,WI,8,Grand Rapids,MI,332,310,5580,3966,54,International,5
10854,1,2,Canex,2016-01-13,Cincinnati,OH,10,Gary,IN,581,581,1295,2006,51,International,9
10855,1,3,Villahouse,2016-08-05,Dayton,OH,6,Elgin,IL,742,434,6376,7001,93,International,2
10856,1,6,Tempfan,2016-01-04,Toledo,OH,10,Detriot,MI,342,253,6202,6946,83,International,3
10857,2,6,Vivazim,2016-03-05,Lansing,MI,2,Dayton,OH,274,274,7657,8611,98,Intercom,3
10858,2,2,Citydexon,2016-07-17,Bangor,MI,4,Davenport,IA,225,217,4648,4915,87,Domestic,9
10859,2,6,Ittam,2016-03-11,Elgin,IL,1,Cincinnati,OH,225,225,6466,7168,57,Domestic,1
10860,1,4,Saltlab,2016-03-18,Skokie,IL,2,Chicago,IL,1041,202,7832,5575,94,Domestic,2
10861,1,5,Itcantrans,2016-04-06,Davenport,IA,10,Appleton,WI,1100,351,7715,7855,61,International,3
10862,1,2,Blue-Tech,2016-04-11,Grand Rapids,MI,4,Toledo,OH,498,498,4017,4431,78,Domestic,3
10863,2,3,Unahigh,2016-07-15,Milwaukee,WI,2,Springfield,IL,796,286,2817,3254,54,Domestic,7
10864,1,1,Openzap,2016-04-30,Springfield,IL,1,Skokie,IL,748,324,892,5621,92,Domestic,1
10865,2,3,Redozetam,2016-06-03,Chicago,IL,1,Rockford,IL,519,519,7925,8692,69,Domestic,3
10866,2,6,Coneranron,2016-07-01,Indianapolis,IN,4,Northbrook,IL,685,568,4627,5322,68,Domestic,5
10867,1,5,Zen-Holdings,2016-03-14,Northbrook,IL,2,Naperville,IL,288,288,50,218,88,Domestic,2
10868,1,5,Warebam,2016-02-15,Detriot,MI,4,Monon,IN,500,500,2220,3166,87,Domestic,6
10869,2,5,Zathlane,2016-04-01,Gary,IN,2,Milwaukee,WI,1166,321,4576,4752,82,Domestic,1
10870,1,3,Hayholding,2016-02-28,Joliet,IL,2,Madison,WI,214,214,3667,3832,64,Domestic,6
10871,2,3,Finlux,2016-04-28,Monon,IN,5,Lansing,MI,433,421,5900,6025,74,International,6
10872,1,4,Zamlane,2016-08-05,Madison,WI,7,Kalamazoo,MI,238,238,5288,3463,68,International,10
10873,1,3,Viacane,2016-02-06,Green Bay,WI,7,Joliet,IL,864,784,7594,7841,98,International,9
10874,1,5,Gogokeying,2016-03-28,Naperville,IL,8,Indianapolis,IN,213,213,2144,2835,69,International,5
10875,1,6,Canace,2016-02-28,Appleton,WI,1,Grand Rapids,MI,488,233,484,698,96,Intercom,3
10876,1,1,Donware,2016-08-25,Cincinnati,OH,2,Gary,IN,696,671,2547,7963,71,Domestic,1
10877,1,2,Linetone,2016-03-13,Dayton,OH,1,Elgin,IL,1186,606,5584,6366,60,Domestic,7
10878,1,2,Tantechi,2016-03-16,Toledo,OH,3,Detriot,MI,759,759,322,765,53,Domestic,8
10879,2,3,Goldentechi,2016-05-08,Lansing,MI,5,Dayton,OH,726,726,5069,5859,50,International,3
10880,1,2,Iselectrics,2016-01-25,Bangor,MI,6,Davenport,IA,936,237,7156,7730,85,International,5
10881,1,4,Kinice,2016-08-11,Elgin,IL,4,Cincinnati,OH,1175,582,4810,3138,51,Domestic,3
10882,2,1,Bamgeohigh,2016-07-11,Skokie,IL,4,Chicago,IL,968,560,5665,9800,97,Domestic,8
10883,2,6,Funfintech,2016-01-16,Kalamazoo,MI,1,Bangor,MI,755,397,5933,6638,54,Domestic,9
10884,1,4,Latcore,2016-02-04,Davenport,IA,3,Appleton,WI,470,470,3411,1098,51,Domestic,5
10885,2,5,Reddoit,2016-01-04,Grand Rapids,MI,4,Toledo,OH,736,353,1214,2153,97,Domestic,4
10886,2,4,Plustax,2016-05-20,Milwaukee,WI,1,Springfield,IL,669,572,8067,6342,50,Domestic,6
10887,1,1,Bamity,2016-04-01,Springfield,IL,3,Skokie,IL,565,205,852,5815,98,Domestic,7
10888,2,3,Viatom,2016-08-26,Indianapolis,IN,1,Northbrook,IL,898,309,1487,2112,100,Domestic,6
10889,2,5,Silverfase,2016-05-06,Northbrook,IL,10,Naperville,IL,1155,612,5656,6194,100,International,1
10890,2,2,O-Job,2016-06-17,Detriot,MI,6,Monon,IN,450,450,5092,5456,80,International,2
10891,1,6,Howtaxon,2016-02-13,Gary,IN,6,Milwaukee,WI,782,270,3184,3743,62,International,7
10892,2,6,Xx-Way,2016-05-22,Joliet,IL,8,Madison,WI,1148,701,1379,1587,98,International,5
10893,2,4,San-Plex,2016-04-21,Monon,IN,7,Lansing,MI,655,438,2346,274,58,International,5
10894,2,6,Dentocity,2016-02-10,Madison,WI,1,Kalamazoo,MI,755,205,3664,4519,81,Intercom,4
10895,1,6,Indi-Dox,2016-08-11,Green Bay,WI,4,Joliet,IL,751,612,5730,6395,98,Domestic,8
10896,2,2,Damdexon,2016-03-20,Naperville,IL,3,Indianapolis,IN,763,655,884,1342,57,Domestic,1
10897,2,3,Subdrill,2016-01-10,Rockford,IL,4,Green Bay,WI,954,515,5908,6900,54,Domestic,4
10898,2,4,Conzumzap,2016-02-07,Appleton,WI,5,Grand Rapids,MI,986,518,8523,6370,92,International,5
10899,2,4,Ontotam,2016-08-16,Cincinnati,OH,5,Gary,IN,1065,389,3912,1660,75,International,9
10900,1,2,Trio-Dax,2016-07-22,Dayton,OH,2,Elgin,IL,881,760,680,874,86,Domestic,3
10901,1,6,Ventocore,2016-05-30,Toledo,OH,1,Detriot,MI,593,593,1719,2169,58,Domestic,10
10902,2,1,Tampquote,2016-03-18,Lansing,MI,4,Dayton,OH,515,267,442,4379,83,Domestic,1
10903,2,2,Recode,2016-06-08,Bangor,MI,3,Davenport,IA,707,423,5214,5385,99,Domestic,5
10904,2,2,Ganjazone,2016-04-10,Elgin,IL,3,Cincinnati,OH,763,713,7500,7877,62,Domestic,5
10905,1,2,Hottaxon,2016-07-19,Skokie,IL,3,Chicago,IL,411,411,2111,2480,91,Domestic,4
10906,2,2,Keyzunbase,2016-02-11,Kalamazoo,MI,2,Bangor,MI,887,410,4731,4967,55,Domestic,8
10907,1,2,K-Is,2016-06-08,Davenport,IA,1,Appleton,WI,787,688,4886,5487,86,Domestic,5
10908,1,6,Villacom,2016-02-18,Grand Rapids,MI,2,Toledo,OH,772,217,7350,8346,79,Domestic,3
10909,1,5,Zotit,2016-04-21,Milwaukee,WI,6,Springfield,IL,471,471,6110,7050,54,International,5
10910,1,5,Scotquote,2016-01-26,Springfield,IL,10,Skokie,IL,1086,417,3793,3937,62,International,10
10911,2,4,Stimmedia,2016-04-28,Chicago,IL,6,Rockford,IL,956,643,5256,3113,72,International,1
10912,2,1,Lazap,2016-06-03,Indianapolis,IN,5,Northbrook,IL,407,290,627,5146,96,International,7
10913,3,1,Baselux,2016-03-08,Northbrook,IL,10,Naperville,IL,1109,505,5198,10155,90,International,1
10914,2,3,Dingity,2016-05-02,Detriot,MI,2,Monon,IN,1001,402,2891,3740,59,Intercom,7
10915,3,3,Fax-Ex,2016-06-24,Gary,IN,2,Milwaukee,WI,1145,400,6693,6834,80,Domestic,2
10916,3,1,Duodax,2016-06-15,Joliet,IL,1,Madison,WI,410,410,1941,6905,91,Domestic,3
10917,3,5,Planethouse,2016-02-27,Monon,IN,2,Lansing,MI,755,693,6392,7120,93,Domestic,3
10918,2,2,Overtam,2016-03-31,Madison,WI,8,Kalamazoo,MI,1149,435,1849,2574,95,International,1
10919,3,6,Solholdings,2016-06-12,Green Bay,WI,8,Joliet,IL,801,730,7362,7580,67,International,7
10920,3,2,Cannamcon,2016-05-15,Naperville,IL,2,Indianapolis,IN,980,736,4976,5446,96,Domestic,8
10921,3,4,Zerfax,2016-01-26,Rockford,IL,1,Green Bay,WI,354,240,2661,650,66,Domestic,6
10922,3,2,Technoline,2016-08-01,Appleton,WI,4,Grand Rapids,MI,504,504,7032,7647,75,Domestic,1
10923,2,4,Applanet,2016-05-29,Cincinnati,OH,2,Gary,IN,771,475,4821,2767,67,Domestic,1
10924,2,4,Zoncone,2016-05-30,Dayton,OH,4,Elgin,IL,1124,476,5818,4403,71,Domestic,8
10925,2,3,Canemedkix,2016-04-15,Toledo,OH,4,Detriot,MI,822,367,7855,8306,95,Domestic,8
10926,2,2,Whitefan,2016-01-27,Lansing,MI,1,Dayton,OH,1145,429,4147,4614,97,Domestic,5
10927,2,3,Strongdax,2016-05-26,Bangor,MI,2,Davenport,IA,279,279,2681,3320,73,Domestic,9
10928,3,2,Xx-Dotone,2016-03-26,Elgin,IL,4,Cincinnati,OH,270,270,5049,5607,93,Domestic,10
10929,2,1,Tamcan,2016-08-04,Skokie,IL,9,Chicago,IL,203,203,1910,5785,60,International,5
10930,3,3,Sanin,2016-05-13,Kalamazoo,MI,6,Bangor,MI,478,478,4082,4613,65,International,1
10931,2,2,Groovestrip,2016-07-29,Grand Rapids,MI,5,Toledo,OH,475,475,1606,1727,83,International,5
10932,3,2,Saohow,2016-04-28,Springfield,IL,2,Skokie,IL,685,524,7150,7794,60,Intercom,2
10933,3,3,Bamtechnology,2016-02-20,Indianapolis,IN,4,Northbrook,IL,1162,602,1646,2034,90,Domestic,5
10934,2,2,Dripkix,2016-08-22,Northbrook,IL,3,Naperville,IL,420,420,3817,4311,51,Domestic,5
10935,3,1,Instrip,2016-06-14,Detriot,MI,5,Monon,IN,1006,403,6172,10586,71,International,3
10936,2,4,Xx-Bam,2016-01-22,Gary,IN,10,Milwaukee,WI,1037,352,2456,604,55,International,9
10937,3,2,Zaamhouse,2016-05-23,Joliet,IL,2,Madison,WI,993,449,7016,7614,52,Domestic,5
10938,3,5,Zoofan,2016-06-12,Monon,IN,2,Lansing,MI,912,785,7289,8186,94,Domestic,4
10939,3,1,Zuntexon,2016-05-16,Madison,WI,4,Kalamazoo,MI,281,281,6303,10865,74,Domestic,1
10940,2,3,Howplanet,2016-04-12,Green Bay,WI,3,Joliet,IL,318,318,1859,2231,90,Domestic,7
10941,2,1,Fasezim,2016-06-26,Naperville,IL,1,Indianapolis,IN,902,742,2511,7397,83,Domestic,9
10942,2,2,Sanlab,2016-03-19,Rockford,IL,1,Green Bay,WI,744,649,525,742,83,Domestic,10
10943,3,1,Mathing,2016-08-19,Appleton,WI,1,Grand Rapids,MI,1110,497,1259,6156,76,Domestic,5
10944,3,6,Greentech,2016-06-27,Dayton,OH,3,Elgin,IL,588,307,5958,6751,52,Domestic,3
10945,3,5,Goldenbam,2016-05-14,Toledo,OH,9,Detriot,MI,1149,663,5948,6077,53,International,10
10946,2,5,Silfase,2016-07-07,Lansing,MI,7,Dayton,OH,856,791,761,1338,90,International,7
10947,2,3,Zoodrill,2016-08-17,Elgin,IL,7,Cincinnati,OH,543,543,2130,2737,75,International,3
10948,3,5,Sunjob,2016-04-16,Skokie,IL,8,Chicago,IL,937,794,7473,8465,57,International,9
10949,2,2,Anmedia,2016-08-22,Kalamazoo,MI,2,Bangor,MI,275,275,23,946,50,Intercom,9
10950,3,6,Daltfax,2016-02-16,Davenport,IA,1,Appleton,WI,1114,677,2796,3566,79,Domestic,4
10951,3,6,Physcone,2016-07-19,Grand Rapids,MI,4,Toledo,OH,398,398,3372,3952,53,Domestic,6
10952,2,5,Kincorporation,2016-06-16,Milwaukee,WI,1,Springfield,IL,527,527,8424,8643,57,Domestic,2
10953,3,3,Plusla,2016-01-01,Chicago,IL,5,Rockford,IL,780,275,5832,6808,82,International,4
10954,3,5,Nimlab,2016-07-06,Indianapolis,IN,4,Northbrook,IL,977,350,3367,4081,57,Domestic,1
10955,2,4,Tamplex,2016-06-09,Northbrook,IL,1,Naperville,IL,703,421,7873,5743,98,Domestic,1
10956,3,6,Blueit,2016-08-25,Detriot,MI,4,Monon,IN,1159,566,6553,7238,92,Domestic,9
10957,2,5,Faseway,2016-05-05,Joliet,IL,1,Madison,WI,1134,708,7588,8438,64,Domestic,10
10958,2,3,Dontam,2016-06-26,Madison,WI,2,Kalamazoo,MI,331,331,7268,7620,52,Domestic,4
10959,2,1,Scotfase,2016-03-24,Green Bay,WI,1,Joliet,IL,1080,272,7801,11626,68,Domestic,7
10960,3,3,Newzap,2016-02-22,Naperville,IL,3,Indianapolis,IN,1050,680,3631,3969,99,Domestic,10
10961,2,2,Mathtouch,2016-03-10,Rockford,IL,6,Green Bay,WI,401,401,7172,7857,68,International,6
10962,2,3,Dongbiolex,2016-07-25,Cincinnati,OH,10,Gary,IN,923,798,2418,2967,95,International,6
10963,3,4,J-Lax,2016-06-28,Dayton,OH,5,Elgin,IL,1115,551,3404,1013,100,International,9
10964,2,2,Geofind,2016-07-08,Toledo,OH,6,Detriot,MI,700,220,5178,5534,94,International,6
10965,2,2,Vaiazoom,2016-06-29,Bangor,MI,1,Davenport,IA,468,370,3083,4016,99,Domestic,9
10966,2,5,Vaiataxon,2016-01-07,Elgin,IL,1,Cincinnati,OH,546,546,6102,7028,67,Domestic,7
10967,3,2,Pluslam,2016-05-31,Skokie,IL,3,Chicago,IL,1196,630,8005,8642,95,Domestic,1
10968,3,5,Rancan,2016-06-04,Kalamazoo,MI,10,Bangor,MI,316,236,4670,4923,59,International,4
10969,2,3,Singleholdings,2016-04-16,Davenport,IA,8,Appleton,WI,886,724,5315,6180,67,International,2
10970,2,2,Strongcane,2016-03-02,Milwaukee,WI,2,Springfield,IL,524,524,5693,5958,99,Domestic,1
10971,2,3,Condintex,2016-01-01,Springfield,IL,2,Skokie,IL,710,710,1122,1831,78,Domestic,1
