,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
1945,102279,1,Cash loans,M,N,N,1,157500.0,450000.0,30204.0,450000.0,Working,Incomplete higher,Married,With parents,0.018029,-9679,-506,1,1,Laborers,3.0,Business Entity Type 3,0.0,-1808.0,0.0,0.0,0.0,2.0
28055,132609,0,Cash loans,F,N,N,0,72000.0,354276.0,25803.0,292500.0,Working,Secondary / secondary special,Widow,Municipal apartment,0.00712,-16384,-294,1,1,Sales staff,1.0,Self-employed,1.0,-1748.0,0.0,0.0,0.0,0.0
8871,110314,0,Cash loans,F,N,Y,0,193500.0,675000.0,21906.0,675000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.01452,-15650,-4611,1,1,Laborers,1.0,Business Entity Type 3,1.0,-1598.0,0.0,0.0,0.0,1.0
40041,146380,0,Cash loans,F,N,Y,0,108000.0,521280.0,25209.0,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-20609,365243,1,1,Unknown,2.0,XNA,0.0,-749.0,0.0,0.0,0.0,4.0
46019,153320,1,Cash loans,F,N,N,0,90000.0,640080.0,31261.5,450000.0,Working,Higher education,Married,House / apartment,0.035792,-11331,-960,1,1,Laborers,2.0,Self-employed,0.0,-416.0,0.0,0.0,0.0,4.0
28740,133395,0,Cash loans,F,N,Y,0,135000.0,582228.0,17154.0,486000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.005313,-22912,-5797,1,1,Unknown,1.0,Other,0.0,0.0,0.0,0.0,1.0,5.0
3042,103552,0,Cash loans,M,Y,Y,0,193500.0,1125000.0,33025.5,1125000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.01452,-22478,365243,1,1,Unknown,2.0,XNA,0.0,-136.0,0.0,0.0,0.0,0.0
17053,119892,0,Cash loans,F,N,Y,0,202500.0,1125000.0,37309.5,1125000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22656,365243,1,1,Unknown,2.0,XNA,0.0,-1820.0,0.0,0.0,0.0,5.0
13188,115370,0,Cash loans,F,N,Y,0,112500.0,327024.0,21420.0,270000.0,Working,Lower secondary,Civil marriage,House / apartment,0.035792,-10070,-495,1,1,Unknown,2.0,Business Entity Type 3,0.0,-560.0,0.0,0.0,0.0,0.0
25251,129373,0,Cash loans,M,N,Y,0,180000.0,450000.0,30573.0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010006,-13933,-2719,1,1,Laborers,1.0,Business Entity Type 3,0.0,-2577.0,0.0,0.0,0.0,2.0
21120,124612,0,Cash loans,F,N,Y,0,67500.0,247500.0,11029.5,247500.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-17693,-413,1,1,Laborers,2.0,Industry: type 3,0.0,-2391.0,0.0,0.0,1.0,4.0
35220,140799,0,Cash loans,F,N,Y,0,112500.0,508495.5,26091.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-18849,-3239,1,1,Cleaning staff,2.0,Business Entity Type 3,0.0,-2461.0,0.0,0.0,0.0,0.0
3430,104005,0,Cash loans,F,N,Y,0,157500.0,225000.0,9661.5,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-20057,365243,1,1,Unknown,1.0,XNA,0.0,-1281.0,0.0,0.0,0.0,7.0
20341,123732,0,Cash loans,M,Y,Y,1,135000.0,1125000.0,33025.5,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-17163,-6372,1,1,Unknown,3.0,Other,1.0,-1546.0,0.0,0.0,0.0,3.0
49297,157069,0,Cash loans,F,N,Y,0,270000.0,735579.0,34213.5,585000.0,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-19967,-7817,1,1,Accountants,1.0,Business Entity Type 2,0.0,-822.0,0.0,0.0,1.0,4.0
45727,152973,0,Revolving loans,M,N,N,0,157500.0,270000.0,13500.0,270000.0,Commercial associate,Higher education,Single / not married,With parents,0.035792,-11693,-349,1,1,Drivers,1.0,Transport: type 3,0.0,-256.0,0.0,0.0,0.0,4.0
33203,138469,0,Cash loans,F,Y,Y,0,189000.0,315000.0,17217.0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-10913,-971,1,1,Unknown,2.0,Government,1.0,-435.0,0.0,1.0,0.0,3.0
15141,117685,0,Cash loans,M,Y,N,1,202500.0,1046142.0,28899.0,913500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009549,-17405,-6577,1,1,High skill tech staff,3.0,Other,0.0,-2117.0,0.0,0.0,0.0,0.0
12201,114230,0,Cash loans,M,N,N,0,103500.0,877500.0,39784.5,877500.0,Working,Secondary / secondary special,Married,With parents,0.002134,-8450,-148,1,1,Accountants,2.0,Medicine,1.0,-217.0,0.0,0.0,0.0,0.0
35387,140988,0,Cash loans,F,N,N,0,180000.0,225000.0,12334.5,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.008866,-12750,-3010,1,1,Unknown,2.0,Business Entity Type 3,0.0,-455.0,0.0,0.0,0.0,1.0
35595,141225,0,Cash loans,M,N,Y,0,29250.0,225000.0,17905.5,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-22073,365243,1,1,Unknown,2.0,XNA,0.0,-585.0,0.0,0.0,0.0,1.0
47046,154492,0,Cash loans,F,Y,Y,0,49500.0,163512.0,10579.5,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,0.01885,-14957,-2317,1,1,Core staff,1.0,Government,1.0,-1449.0,0.0,0.0,0.0,3.0
15647,118255,0,Cash loans,F,N,Y,1,112500.0,276903.0,25393.5,247500.0,Working,Higher education,Civil marriage,House / apartment,0.018634,-14761,-706,1,1,Unknown,3.0,Government,0.0,-935.0,0.0,1.0,0.0,2.0
2398,102803,0,Cash loans,F,N,Y,0,135000.0,253377.0,17271.0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-20581,365243,1,1,Unknown,2.0,XNA,0.0,-300.0,0.0,0.0,0.0,0.0
13431,115657,1,Cash loans,F,N,N,4,112500.0,269550.0,24853.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,-12912,-4497,1,1,Unknown,6.0,Transport: type 4,0.0,0.0,0.0,0.0,0.0,0.0
26331,130621,0,Cash loans,F,N,Y,0,171000.0,900000.0,35824.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19454,-2532,1,1,Laborers,2.0,Business Entity Type 3,0.0,-1111.0,0.0,0.0,0.0,2.0
6021,107049,1,Cash loans,M,N,Y,0,135000.0,225000.0,16951.5,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.009549,-18440,-99,1,1,Cooking staff,1.0,Business Entity Type 3,0.0,0.0,0.0,1.0,0.0,1.0
18452,121524,1,Cash loans,F,N,Y,1,135000.0,219870.0,15003.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.006207,-14334,-1063,1,1,Laborers,2.0,Business Entity Type 3,0.0,-177.0,0.0,0.0,1.0,4.0
6744,107872,0,Revolving loans,F,N,N,2,139500.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.010032,-11957,-4814,1,1,Sales staff,3.0,Self-employed,0.0,-568.0,0.0,0.0,0.0,0.0
17458,120360,0,Cash loans,F,Y,Y,2,76500.0,225000.0,15034.5,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-11602,-1701,1,1,Laborers,4.0,Business Entity Type 3,0.0,-2389.0,0.0,0.0,0.0,0.0
47411,154903,0,Cash loans,M,Y,N,0,99000.0,555273.0,18040.5,463500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-21805,365243,1,1,Unknown,2.0,XNA,0.0,-2329.0,0.0,0.0,2.0,2.0
202,100235,0,Cash loans,F,N,Y,0,135000.0,364896.0,19926.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15887,-468,1,1,Cooking staff,2.0,Military,0.0,-736.0,0.0,0.0,0.0,2.0
23947,127853,0,Cash loans,F,N,Y,0,247500.0,755190.0,56592.0,675000.0,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-19801,-7318,1,1,Core staff,2.0,Government,0.0,-1953.0,0.0,0.0,0.0,5.0
18878,122014,0,Cash loans,M,N,N,1,135000.0,490536.0,23859.0,405000.0,Working,Secondary / secondary special,Married,House / apartment,0.008068,-8781,-225,1,1,Sales staff,3.0,Business Entity Type 3,0.0,-487.0,0.0,0.0,0.0,2.0
41355,147881,1,Cash loans,M,N,N,0,112500.0,271066.5,21861.0,234000.0,Working,Lower secondary,Married,House / apartment,0.014464,-20944,-577,1,1,Drivers,2.0,Self-employed,1.0,-781.0,0.0,0.0,0.0,6.0
20840,124286,0,Cash loans,M,Y,Y,0,180000.0,422235.0,23035.5,364500.0,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15470,-560,1,1,Unknown,2.0,Trade: type 6,0.0,-752.0,0.0,0.0,0.0,0.0
17571,120493,0,Cash loans,F,Y,N,0,144000.0,1125000.0,44617.5,1125000.0,Working,Higher education,Married,House / apartment,0.015221,-19401,-5071,1,1,Managers,2.0,Business Entity Type 3,0.0,-2322.0,0.0,3.0,0.0,0.0
7255,108447,1,Cash loans,F,N,Y,0,225000.0,545040.0,25537.5,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.008866,-18769,-2576,1,1,Cleaning staff,2.0,Business Entity Type 3,0.0,-631.0,0.0,0.0,0.0,3.0
39968,146297,0,Cash loans,F,N,Y,0,112500.0,112500.0,6588.0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0.015221,-17477,-3255,1,1,Medicine staff,2.0,Medicine,0.0,-1822.0,0.0,1.0,0.0,1.0
18001,120994,0,Cash loans,M,Y,Y,0,135000.0,639963.0,20223.0,486000.0,Working,Higher education,Married,House / apartment,0.030755,-9857,-423,1,1,High skill tech staff,2.0,Trade: type 3,0.0,-394.0,0.0,0.0,0.0,0.0
15480,118068,1,Cash loans,M,Y,Y,0,135000.0,891072.0,35338.5,720000.0,Working,Higher education,Married,With parents,0.009657,-11227,-2353,1,1,High skill tech staff,2.0,Business Entity Type 3,0.0,-1900.0,0.0,0.0,0.0,0.0
15853,118497,0,Cash loans,F,N,Y,0,261000.0,562491.0,22140.0,454500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-20746,365243,1,1,Unknown,2.0,XNA,1.0,0.0,0.0,0.0,0.0,2.0
42103,148743,0,Cash loans,F,N,Y,0,180000.0,523237.5,24520.5,432000.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-18474,-2107,1,1,Laborers,2.0,Transport: type 4,0.0,-306.0,0.0,0.0,0.0,0.0
6404,107472,0,Cash loans,F,N,N,0,31500.0,454500.0,13288.5,454500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.004849,-20070,365243,1,1,Unknown,2.0,XNA,0.0,-313.0,0.0,0.0,0.0,1.0
16925,119739,0,Revolving loans,F,N,Y,0,112500.0,292500.0,14625.0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-19382,-101,1,1,Sales staff,2.0,Self-employed,0.0,-333.0,0.0,0.0,0.0,0.0
47929,155510,0,Cash loans,F,N,Y,0,148500.0,813105.0,35946.0,657000.0,Working,Secondary / secondary special,Widow,House / apartment,0.018801,-19182,-3771,1,1,Core staff,1.0,Self-employed,0.0,-52.0,0.0,0.0,2.0,2.0
47413,154905,0,Cash loans,M,N,N,0,171000.0,1494486.0,43825.5,1305000.0,Working,Secondary / secondary special,Married,House / apartment,0.008474,-17936,-1826,1,1,Laborers,2.0,Self-employed,0.0,-1513.0,0.0,0.0,0.0,1.0
3750,104377,0,Cash loans,F,N,Y,0,157500.0,577147.5,26874.0,459000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-17524,-2182,1,1,Laborers,2.0,Business Entity Type 2,0.0,0.0,0.0,1.0,0.0,2.0
38832,144974,0,Cash loans,F,N,Y,2,180000.0,873342.0,25663.5,729000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-13167,-3467,1,1,Unknown,4.0,Business Entity Type 3,0.0,-902.0,0.0,0.0,0.0,3.0
11097,112928,0,Cash loans,F,Y,N,0,90000.0,544491.0,16047.0,454500.0,Working,Secondary / secondary special,Single / not married,With parents,0.008019,-14614,-1481,1,1,Laborers,1.0,Business Entity Type 2,0.0,-3241.0,0.0,0.0,0.0,1.0
18993,122150,0,Cash loans,F,Y,N,0,270000.0,592560.0,30424.5,450000.0,Working,Higher education,Separated,Municipal apartment,0.010006,-14700,-5470,1,1,High skill tech staff,1.0,Industry: type 9,0.0,-902.0,0.0,3.0,0.0,1.0
42070,148706,0,Cash loans,F,N,Y,0,135000.0,254700.0,17149.5,225000.0,Pensioner,Lower secondary,Married,House / apartment,0.010966,-24589,365243,1,1,Unknown,2.0,XNA,0.0,-2553.0,0.0,0.0,1.0,0.0
7932,109250,0,Cash loans,F,N,N,0,63000.0,197820.0,15534.0,180000.0,Working,Higher education,Single / not married,With parents,0.031329,-9343,-1071,1,1,Laborers,1.0,Construction,0.0,-1024.0,0.0,0.0,0.0,0.0
694,100803,0,Cash loans,F,N,Y,0,135000.0,679500.0,32818.5,679500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.026392,-11847,-1035,1,1,Sales staff,2.0,Trade: type 7,0.0,-1667.0,0.0,0.0,0.0,2.0
37045,142910,0,Cash loans,F,Y,N,0,202500.0,348264.0,32355.0,315000.0,State servant,Higher education,Separated,House / apartment,0.072508,-20062,-5790,1,1,Sales staff,1.0,Other,0.0,-4.0,0.0,0.0,0.0,0.0
36012,141714,0,Revolving loans,F,N,Y,0,135000.0,405000.0,20250.0,405000.0,Commercial associate,Higher education,Married,House / apartment,0.025164,-11137,-401,1,1,Accountants,2.0,Business Entity Type 3,0.0,-1226.0,0.0,1.0,0.0,7.0
14762,117231,0,Cash loans,M,N,Y,0,225000.0,446931.0,21865.5,369000.0,Working,Secondary / secondary special,Married,House / apartment,0.00702,-15788,-1435,1,1,Drivers,2.0,Self-employed,0.0,-154.0,0.0,0.0,1.0,4.0
16019,118689,0,Cash loans,F,N,Y,0,67500.0,254700.0,14350.5,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-24483,365243,1,1,Unknown,1.0,XNA,0.0,0.0,0.0,1.0,0.0,1.0
22421,126094,0,Cash loans,M,N,N,1,67500.0,101880.0,11101.5,90000.0,Working,Secondary / secondary special,Married,House / apartment,0.00496,-13690,-1618,1,1,Unknown,3.0,Business Entity Type 3,0.0,-1635.0,0.0,1.0,1.0,2.0
21213,124722,0,Cash loans,F,N,Y,2,90000.0,508495.5,24592.5,454500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006008,-13732,-6884,1,1,High skill tech staff,4.0,Business Entity Type 2,0.0,-1664.0,0.0,0.0,0.0,1.0
49246,157012,0,Cash loans,F,N,N,0,121500.0,481176.0,24696.0,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.008866,-10160,-1923,1,1,Sales staff,1.0,Business Entity Type 3,0.0,-2295.0,0.0,0.0,0.0,2.0
4799,105606,0,Cash loans,M,Y,N,0,202500.0,523597.5,38452.5,468000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-22557,-529,1,1,Unknown,2.0,Business Entity Type 3,0.0,-206.0,0.0,0.0,0.0,3.0
21722,125306,1,Cash loans,M,N,Y,0,112500.0,808650.0,29839.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14616,-5323,1,1,Unknown,2.0,Business Entity Type 3,0.0,-310.0,0.0,0.0,0.0,1.0
49532,157342,0,Cash loans,F,N,N,0,112500.0,545040.0,17406.0,450000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010643,-22623,365243,1,1,Unknown,1.0,XNA,0.0,-545.0,0.0,0.0,0.0,1.0
34531,140014,0,Cash loans,F,N,Y,2,112500.0,513531.0,24835.5,459000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15500,-1395,1,1,Sales staff,4.0,Self-employed,0.0,0.0,0.0,0.0,0.0,0.0
40538,146948,0,Cash loans,F,N,N,1,135000.0,1339884.0,39307.5,1170000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007305,-11592,-2551,1,1,Sales staff,3.0,Self-employed,0.0,-477.0,0.0,0.0,0.0,1.0
18114,121127,0,Cash loans,M,N,N,1,90000.0,355536.0,13306.5,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,-9483,-105,1,1,Laborers,3.0,Business Entity Type 3,1.0,-4.0,0.0,0.0,0.0,0.0
49166,156921,0,Cash loans,F,N,N,0,112500.0,284400.0,14724.0,225000.0,Commercial associate,Higher education,Married,House / apartment,0.004849,-13103,-500,1,1,Accountants,2.0,Religion,0.0,-1058.0,0.0,0.0,0.0,0.0
43435,150283,0,Cash loans,F,N,Y,1,90000.0,285723.0,21492.0,238500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-11275,-1400,1,1,Sales staff,3.0,Business Entity Type 3,0.0,-551.0,0.0,1.0,0.0,3.0
35725,141375,0,Cash loans,M,Y,Y,1,180000.0,473760.0,46282.5,450000.0,Pensioner,Higher education,Married,House / apartment,0.00963,-23206,365243,1,1,Unknown,3.0,XNA,0.0,-231.0,0.0,0.0,1.0,2.0
829,100947,0,Cash loans,M,Y,Y,0,153000.0,380533.5,20772.0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-9694,-1508,1,1,Core staff,2.0,Medicine,1.0,-751.0,0.0,0.0,0.0,0.0
31102,136097,0,Cash loans,F,N,Y,1,202500.0,1133748.0,33277.5,990000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00712,-15593,-343,1,1,Sales staff,3.0,Self-employed,1.0,-1833.0,0.0,0.0,0.0,0.0
35837,141512,0,Cash loans,F,N,Y,0,247500.0,904500.0,38452.5,904500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-10641,-1111,1,1,Sales staff,2.0,Self-employed,0.0,-1445.0,0.0,0.0,0.0,0.0
2741,103199,0,Cash loans,F,N,Y,0,157500.0,781920.0,25969.5,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.00963,-23059,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
5461,106393,0,Cash loans,F,N,Y,1,49500.0,269550.0,12001.5,225000.0,State servant,Higher education,Married,House / apartment,0.006207,-14150,-6185,1,1,Unknown,3.0,Government,0.0,-2094.0,0.0,0.0,0.0,0.0
5479,106414,0,Cash loans,M,N,Y,0,225000.0,269550.0,20988.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.020246,-13473,-5803,1,1,Laborers,1.0,Housing,0.0,-1728.0,0.0,0.0,0.0,2.0
31995,137106,0,Cash loans,F,Y,Y,0,180000.0,651600.0,21307.5,562500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22187,365243,1,1,Unknown,2.0,XNA,1.0,-461.0,0.0,0.0,0.0,4.0
5888,106893,0,Cash loans,F,N,N,1,135000.0,547344.0,27931.5,472500.0,Commercial associate,Higher education,Married,House / apartment,0.04622,-13497,-1187,1,1,Accountants,3.0,Business Entity Type 1,0.0,-1886.0,0.0,0.0,1.0,0.0
31796,136880,0,Cash loans,M,Y,N,0,180000.0,1024740.0,45270.0,900000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.072508,-20888,365243,1,1,Unknown,2.0,XNA,0.0,-561.0,1.0,1.0,0.0,5.0
4571,105346,0,Cash loans,F,Y,Y,2,202500.0,239850.0,25447.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13541,-738,1,1,Core staff,4.0,Self-employed,0.0,-1080.0,0.0,0.0,0.0,0.0
2771,103233,0,Cash loans,F,N,Y,0,58500.0,152820.0,8901.0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.008068,-23211,365243,1,1,Unknown,1.0,XNA,0.0,-404.0,0.0,0.0,0.0,0.0
17445,120347,0,Cash loans,M,Y,N,1,225000.0,573408.0,45432.0,495000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.005313,-14416,-1431,1,1,Drivers,3.0,Transport: type 4,1.0,-2435.0,0.0,0.0,0.0,0.0
35714,141361,0,Cash loans,F,N,N,0,135000.0,808650.0,31333.5,675000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.005084,-15585,-7097,1,1,Unknown,2.0,Government,1.0,-266.0,0.0,0.0,1.0,2.0
14306,116690,0,Revolving loans,M,Y,Y,0,135000.0,225000.0,11250.0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-10288,-1678,1,1,Unknown,1.0,Business Entity Type 3,0.0,-182.0,0.0,1.0,0.0,0.0
46624,154007,0,Cash loans,M,N,N,0,225000.0,810000.0,28696.5,810000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,0.072508,-15551,-367,1,1,Medicine staff,1.0,Business Entity Type 3,0.0,-552.0,0.0,7.0,0.0,5.0
23686,127560,1,Cash loans,F,N,Y,0,126000.0,427500.0,23319.0,427500.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11999,-2161,1,1,Cooking staff,2.0,Kindergarten,1.0,-219.0,0.0,0.0,0.0,0.0
18178,121203,0,Cash loans,F,N,N,0,135000.0,760225.5,32337.0,679500.0,Working,Secondary / secondary special,Married,With parents,0.030755,-13458,-5047,1,1,Laborers,2.0,Military,0.0,-1632.0,0.0,1.0,1.0,6.0
13632,115889,0,Cash loans,M,N,Y,0,157500.0,481500.0,24714.0,481500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-17804,-2252,1,1,Laborers,2.0,Business Entity Type 3,0.0,-514.0,0.0,0.0,1.0,2.0
21312,124831,0,Cash loans,F,N,Y,0,135000.0,450000.0,20979.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15570,-425,1,1,Unknown,2.0,Other,0.0,-718.0,0.0,0.0,2.0,6.0
7728,109016,0,Revolving loans,F,N,Y,1,117990.0,247500.0,12375.0,247500.0,State servant,Higher education,Single / not married,House / apartment,0.031329,-14767,-2240,1,1,Core staff,2.0,Government,0.0,-634.0,0.0,0.0,0.0,1.0
40708,147145,0,Cash loans,M,N,Y,0,180000.0,398160.0,31585.5,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.02461,-12917,-1035,1,1,Drivers,2.0,Other,0.0,-304.0,0.0,0.0,0.0,0.0
22723,126437,0,Revolving loans,F,N,Y,1,90000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,With parents,0.028663,-9959,-1021,1,1,Sales staff,3.0,Self-employed,0.0,-426.0,0.0,0.0,0.0,0.0
28457,133076,0,Cash loans,F,N,Y,1,135000.0,611905.5,34299.0,567000.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-12142,-2979,1,1,Accountants,3.0,Business Entity Type 3,0.0,-1817.0,0.0,0.0,0.0,0.0
36021,141726,0,Cash loans,F,N,Y,0,112500.0,338832.0,14485.5,292500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.031329,-20060,-3379,1,1,Laborers,1.0,Business Entity Type 3,0.0,-1446.0,0.0,0.0,0.0,6.0
19714,122986,1,Cash loans,F,N,N,0,94500.0,472500.0,24255.0,472500.0,Working,Secondary / secondary special,Married,With parents,0.028663,-15077,-2202,1,1,Core staff,2.0,Kindergarten,4.0,-1569.0,0.0,0.0,0.0,9.0
2245,102632,0,Cash loans,F,Y,N,0,112500.0,519633.0,33336.0,481500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792,-21934,365243,1,1,Unknown,1.0,XNA,0.0,-1575.0,0.0,0.0,0.0,6.0
18458,121530,0,Cash loans,M,N,Y,0,193500.0,1436850.0,42142.5,1125000.0,Working,Higher education,Single / not married,House / apartment,0.018801,-14657,-216,1,1,Unknown,1.0,Other,0.0,-1963.0,0.0,1.0,0.0,0.0
44494,151549,0,Cash loans,F,Y,Y,0,117000.0,900000.0,45954.0,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.006305,-12516,-1058,1,1,Accountants,2.0,Self-employed,0.0,-625.0,0.0,0.0,0.0,2.0
32965,138207,0,Cash loans,F,N,N,1,90000.0,585000.0,29997.0,585000.0,Commercial associate,Secondary / secondary special,Separated,With parents,0.030755,-9427,-300,1,1,Laborers,2.0,Trade: type 3,1.0,-1238.0,0.0,0.0,0.0,0.0
25998,130231,0,Cash loans,M,Y,Y,1,90000.0,1125000.0,47794.5,1125000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005084,-11095,-567,1,1,Laborers,3.0,Business Entity Type 3,0.0,-1050.0,0.0,0.0,0.0,1.0
2204,102586,1,Cash loans,M,N,N,0,135000.0,364896.0,28827.0,315000.0,Working,Incomplete higher,Single / not married,House / apartment,0.015221,-8072,-938,1,1,Laborers,1.0,Business Entity Type 3,0.0,-902.0,1.0,0.0,0.0,1.0
43641,150519,0,Cash loans,F,N,N,0,157500.0,651600.0,36513.0,562500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-19716,-1108,1,1,Sales staff,2.0,Trade: type 7,0.0,-2512.0,0.0,0.0,1.0,1.0
37619,143573,0,Cash loans,M,Y,Y,1,135000.0,835605.0,24561.0,697500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006671,-15145,-3521,1,1,High skill tech staff,3.0,Trade: type 3,0.0,-1604.0,0.0,0.0,0.0,3.0
8254,109622,0,Cash loans,M,Y,N,5,270000.0,840951.0,35761.5,679500.0,State servant,Incomplete higher,Married,House / apartment,0.003813,-16801,-6109,1,1,Unknown,7.0,Other,0.0,-1293.0,0.0,0.0,0.0,1.0
42258,148918,0,Cash loans,M,Y,Y,0,157500.0,140746.5,15286.5,121500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11938,-2269,1,1,Unknown,2.0,Construction,0.0,-942.0,0.0,0.0,1.0,2.0
7610,108872,0,Cash loans,F,N,Y,0,72000.0,697500.0,29682.0,697500.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-21390,-172,1,1,Unknown,2.0,Other,0.0,-1046.0,0.0,0.0,0.0,4.0
26456,130758,0,Cash loans,F,N,Y,0,87750.0,305955.0,20209.5,283500.0,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-22657,-1936,1,1,Sales staff,1.0,Business Entity Type 3,0.0,-211.0,0.0,0.0,0.0,0.0
38662,144782,0,Cash loans,M,N,N,0,157500.0,157500.0,16960.5,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,0.032561,-9649,-1871,1,1,High skill tech staff,2.0,Business Entity Type 3,0.0,-1542.0,0.0,0.0,0.0,0.0
45583,152792,0,Cash loans,F,N,Y,0,67500.0,277969.5,15651.0,229500.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-19052,-3666,1,1,Cleaning staff,2.0,School,0.0,-175.0,1.0,0.0,0.0,1.0
37196,143085,0,Cash loans,F,Y,Y,0,247500.0,755190.0,33394.5,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.011657,-16406,-3582,1,1,Sales staff,2.0,Self-employed,0.0,-3525.0,0.0,0.0,0.0,2.0
9297,110811,1,Cash loans,M,Y,N,0,247500.0,225000.0,12915.0,225000.0,Working,Higher education,Married,House / apartment,0.0228,-14964,-5560,1,1,Unknown,2.0,Business Entity Type 3,0.0,-1407.0,0.0,0.0,0.0,0.0
